0 49
50 625
18 29 12
18 30 11
18 31 14
18 32 10
18 33 12
18 34 15
18 35 8
18 36 12
18 37 5
18 38 11
18 39 1
18 40 9
18 41 5
18 42 12
18 43 9
18 44 7
18 45 12
18 46 5
18 47 4
18 48 11
18 49 5
19 25 7
19 26 4
19 27 1
19 28 13
19 29 1
19 30 14
19 31 15
19 32 9
19 33 8
19 34 11
19 35 14
19 36 1
19 37 6
19 38 6
19 39 10
19 40 6
19 41 8
19 42 1
19 43 15
19 44 9
19 45 12
19 46 7
19 47 11
19 48 9
19 49 11
20 25 10
20 26 5
20 27 2
20 28 1
20 29 1
20 30 7
20 31 2
20 32 11
20 33 1
20 34 11
20 35 12
20 36 15
20 37 5
20 38 4
20 39 7
20 40 4
20 41 15
20 42 13
20 43 13
20 44 6
20 45 6
20 46 4
20 47 1
20 48 4
20 49 6
21 25 1
21 26 2
21 27 4
21 28 3
21 29 5
21 30 4
21 31 13
21 32 9
21 33 15
21 34 9
21 35 9
21 36 9
21 37 11
21 38 14
21 39 14
21 40 2
21 41 7
21 42 5
21 43 14
21 44 13
21 45 13
21 46 14
21 47 9
21 48 10
21 49 3
22 25 15
22 26 12
22 27 8
22 28 10
22 29 12
22 30 7
22 31 4
22 32 12
22 33 8
22 34 10
22 35 15
22 36 11
22 37 14
22 38 10
22 39 2
22 40 1
22 41 2
22 42 9
22 43 2
22 44 3
22 45 9
22 46 4
22 47 11
22 48 3
22 49 9
23 25 10
23 26 7
23 27 7
23 28 7
23 29 15
23 30 3
23 31 10
23 32 14
23 33 13
23 34 12
23 35 9
23 36 4
23 37 6
23 38 10
23 39 9
23 40 5
23 41 9
23 42 14
23 43 3
23 44 13
23 45 2
23 46 6
23 47 2
23 48 14
23 49 9
24 25 5
24 26 13
24 27 3
24 28 2
24 29 3
24 30 1
24 31 5
24 32 1
24 33 7
24 34 1
24 35 14
24 36 13
24 37 12
24 38 3
24 39 3
24 40 5
24 41 5
24 42 11
24 43 6
24 44 4
24 45 3
24 46 13
24 47 7
24 48 9
24 49 12
