0 199
200 19900
4 81 13
4 82 3
4 83 9
4 84 9
4 85 5
4 86 1
4 87 8
4 88 4
4 89 4
4 90 12
4 91 7
4 92 9
4 93 5
4 94 14
4 95 12
4 96 2
4 97 8
4 98 10
4 99 7
4 100 6
4 101 6
4 102 14
4 103 7
4 104 7
4 105 1
4 106 10
4 107 15
4 108 9
4 109 12
4 110 5
4 111 13
4 112 8
4 113 10
4 114 7
4 115 6
4 116 2
4 117 8
4 118 13
4 119 5
4 120 5
4 121 10
4 122 4
4 123 15
4 124 13
4 125 9
4 126 15
4 127 11
4 128 5
4 129 14
4 130 7
4 131 14
4 132 8
4 133 5
4 134 7
4 135 1
4 136 1
4 137 12
4 138 8
4 139 12
4 140 8
4 141 3
4 142 4
4 143 14
4 144 3
4 145 10
4 146 10
4 147 9
4 148 2
4 149 3
4 150 12
4 151 11
4 152 2
4 153 5
4 154 11
4 155 15
4 156 4
4 157 14
4 158 3
4 159 13
4 160 11
4 161 15
4 162 15
4 163 10
4 164 13
4 165 14
4 166 9
4 167 10
4 168 6
4 169 5
4 170 8
4 171 13
4 172 1
4 173 3
4 174 10
4 175 9
4 176 9
4 177 4
4 178 10
4 179 4
4 180 15
4 181 6
4 182 15
4 183 2
4 184 13
4 185 14
4 186 12
4 187 10
4 188 4
4 189 4
4 190 9
4 191 10
4 192 7
4 193 10
4 194 1
4 195 10
4 196 5
4 197 12
4 198 3
4 199 8
5 6 5
5 7 5
5 8 3
5 9 8
5 10 5
5 11 5
5 12 14
5 13 1
5 14 11
5 15 7
5 16 7
5 17 10
5 18 5
5 19 3
5 20 5
5 21 11
5 22 1
5 23 11
5 24 9
5 25 11
5 26 10
5 27 2
5 28 9
5 29 4
5 30 15
5 31 12
5 32 3
5 33 2
5 34 3
5 35 13
5 36 7
5 37 10
5 38 1
5 39 15
5 40 4
5 41 11
5 42 4
5 43 7
5 44 6
5 45 4
5 46 8
5 47 15
5 48 10
5 49 15
5 50 1
5 51 14
5 52 7
5 53 3
5 54 13
5 55 9
5 56 5
5 57 3
5 58 10
5 59 13
5 60 5
5 61 14
5 62 10
5 63 4
5 64 1
5 65 10
5 66 2
5 67 4
5 68 3
5 69 10
5 70 10
5 71 6
5 72 14
5 73 12
5 74 7
5 75 15
5 76 9
5 77 13
5 78 15
5 79 4
5 80 11
5 81 5
5 82 14
5 83 11
5 84 12
5 85 5
5 86 5
5 87 7
5 88 8
5 89 10
5 90 13
5 91 7
5 92 2
5 93 4
5 94 11
5 95 13
5 96 11
5 97 12
5 98 10
5 99 10
5 100 5
5 101 4
5 102 14
5 103 8
5 104 1
5 105 8
5 106 3
5 107 14
5 108 12
5 109 11
5 110 7
5 111 11
5 112 12
5 113 5
5 114 6
5 115 15
5 116 7
5 117 7
5 118 1
5 119 10
5 120 12
5 121 1
5 122 6
5 123 9
5 124 8
5 125 5
5 126 5
5 127 8
5 128 14
5 129 1
5 130 13
5 131 8
5 132 10
5 133 3
5 134 3
5 135 11
5 136 11
5 137 11
5 138 2
5 139 8
5 140 7
5 141 8
5 142 2
5 143 1
5 144 2
5 145 2
5 146 1
5 147 2
5 148 7
5 149 5
5 150 2
5 151 11
5 152 5
5 153 14
5 154 1
5 155 10
5 156 4
5 157 11
5 158 5
5 159 5
5 160 15
5 161 14
5 162 9
5 163 6
5 164 1
5 165 14
5 166 4
5 167 13
5 168 2
5 169 13
5 170 15
5 171 1
5 172 15
5 173 10
5 174 2
5 175 8
5 176 11
5 177 7
5 178 14
5 179 14
5 180 6
5 181 12
5 182 10
5 183 5
5 184 1
5 185 3
5 186 8
5 187 1
5 188 1
5 189 7
5 190 1
5 191 10
5 192 14
5 193 3
5 194 3
5 195 10
5 196 15
5 197 10
5 198 4
5 199 8
6 7 8
6 8 1
6 9 5
6 10 4
6 11 2
6 12 13
6 13 9
6 14 10
6 15 5
6 16 15
6 17 3
6 18 4
6 19 8
6 20 10
6 21 3
6 22 3
6 23 7
6 24 14
6 25 8
6 26 2
6 27 11
6 28 14
6 29 5
6 30 9
6 31 5
6 32 15
6 33 13
6 34 7
6 35 14
6 36 15
6 37 5
6 38 4
6 39 13
6 40 2
6 41 12
6 42 2
6 43 6
6 44 14
6 45 12
6 46 11
6 47 15
6 48 8
6 49 7
6 50 7
6 51 15
6 52 12
6 53 7
6 54 12
6 55 8
6 56 11
6 57 12
6 58 12
6 59 15
6 60 4
6 61 2
6 62 14
6 63 11
6 64 8
6 65 7
6 66 14
6 67 4
6 68 11
6 69 3
6 70 11
6 71 13
6 72 12
6 73 11
6 74 15
6 75 11
6 76 5
6 77 13
6 78 15
6 79 6
6 80 2
6 81 7
6 82 6
6 83 3
6 84 5
6 85 9
6 86 4
6 87 12
6 88 4
6 89 6
6 90 5
6 91 6
6 92 4
6 93 13
6 94 5
6 95 14
6 96 5
6 97 4
6 98 7
6 99 1
6 100 14
6 101 1
6 102 9
6 103 10
6 104 6
6 105 6
6 106 1
6 107 13
6 108 15
6 109 11
6 110 11
6 111 2
6 112 7
6 113 12
6 114 5
6 115 11
6 116 15
6 117 6
6 118 13
6 119 5
6 120 12
6 121 14
6 122 15
6 123 11
6 124 8
6 125 10
6 126 8
6 127 2
6 128 11
6 129 4
6 130 14
6 131 7
6 132 7
6 133 2
6 134 12
6 135 9
6 136 13
6 137 5
6 138 12
6 139 12
6 140 4
6 141 13
6 142 12
6 143 15
6 144 14
6 145 9
6 146 9
6 147 11
6 148 13
6 149 4
6 150 8
6 151 2
6 152 5
6 153 13
6 154 8
6 155 1
6 156 4
6 157 15
6 158 1
6 159 14
6 160 6
6 161 8
6 162 3
6 163 4
6 164 7
6 165 10
6 166 7
6 167 9
6 168 7
6 169 8
6 170 7
6 171 1
6 172 2
6 173 11
6 174 4
6 175 9
6 176 2
6 177 4
6 178 11
6 179 8
6 180 14
6 181 6
6 182 14
6 183 1
6 184 8
6 185 11
6 186 1
6 187 3
6 188 6
6 189 2
6 190 1
6 191 3
6 192 3
6 193 5
6 194 7
6 195 3
6 196 7
6 197 4
6 198 14
6 199 15
7 8 1
7 9 13
7 10 10
7 11 4
7 12 10
7 13 10
7 14 15
7 15 7
7 16 1
7 17 12
7 18 9
7 19 6
7 20 1
7 21 7
7 22 9
7 23 10
7 24 15
7 25 8
7 26 7
7 27 10
7 28 5
7 29 3
7 30 9
7 31 12
7 32 8
7 33 5
7 34 2
7 35 1
7 36 6
7 37 15
7 38 2
7 39 11
7 40 7
7 41 5
7 42 15
7 43 4
7 44 3
7 45 5
7 46 12
7 47 9
7 48 5
7 49 13
7 50 9
7 51 9
7 52 14
7 53 14
7 54 4
7 55 3
7 56 4
7 57 1
7 58 4
7 59 4
7 60 2
7 61 1
7 62 7
7 63 13
7 64 9
7 65 6
7 66 3
7 67 10
7 68 5
7 69 14
7 70 11
7 71 7
7 72 1
7 73 5
7 74 9
7 75 5
7 76 9
7 77 3
7 78 5
7 79 14
7 80 14
7 81 3
7 82 2
7 83 15
7 84 12
7 85 11
7 86 1
7 87 9
7 88 12
7 89 7
7 90 4
7 91 13
7 92 10
7 93 12
7 94 12
7 95 12
7 96 2
7 97 5
7 98 9
7 99 12
7 100 8
7 101 14
7 102 4
7 103 13
7 104 10
7 105 10
7 106 12
7 107 4
7 108 13
7 109 15
7 110 1
7 111 10
7 112 9
7 113 14
7 114 8
7 115 15
7 116 11
7 117 7
7 118 6
7 119 10
7 120 7
7 121 8
7 122 3
7 123 15
7 124 5
7 125 3
7 126 14
7 127 3
7 128 7
7 129 13
7 130 8
7 131 14
7 132 10
7 133 9
7 134 9
7 135 2
7 136 6
7 137 15
7 138 12
7 139 12
7 140 1
7 141 7
7 142 3
7 143 6
7 144 15
7 145 11
7 146 5
7 147 6
7 148 6
7 149 11
7 150 11
7 151 1
7 152 4
7 153 2
7 154 13
7 155 15
7 156 6
7 157 1
7 158 3
7 159 11
7 160 10
7 161 2
7 162 12
7 163 9
7 164 10
7 165 10
7 166 3
7 167 12
7 168 15
7 169 5
7 170 6
7 171 8
7 172 12
7 173 9
7 174 12
7 175 3
7 176 4
7 177 8
7 178 10
7 179 4
7 180 2
7 181 10
7 182 9
7 183 12
7 184 11
7 185 4
7 186 7
7 187 1
7 188 2
7 189 15
7 190 4
7 191 14
7 192 12
7 193 1
7 194 5
7 195 5
7 196 8
7 197 12
7 198 12
7 199 11
8 9 1
8 10 2
8 11 9
8 12 12
8 13 10
8 14 7
8 15 12
8 16 10
8 17 10
8 18 15
8 19 10
8 20 8
8 21 9
8 22 15
8 23 1
8 24 14
8 25 7
8 26 9
8 27 4
8 28 13
8 29 2
8 30 14
8 31 12
8 32 2
8 33 1
8 34 10
8 35 3
8 36 2
8 37 5
8 38 10
8 39 15
8 40 4
8 41 5
8 42 11
8 43 9
8 44 5
8 45 6
8 46 6
8 47 15
8 48 2
8 49 3
8 50 3
8 51 13
8 52 4
8 53 15
8 54 13
8 55 13
8 56 5
8 57 4
8 58 6
8 59 12
8 60 10
8 61 3
8 62 11
8 63 10
8 64 9
8 65 5
8 66 2
8 67 4
8 68 14
8 69 12
8 70 12
8 71 1
8 72 8
8 73 3
8 74 1
8 75 12
8 76 13
8 77 4
8 78 5
8 79 4
8 80 9
8 81 2
8 82 10
8 83 3
8 84 7
8 85 4
8 86 5
8 87 9
8 88 8
8 89 3
8 90 13
8 91 3
8 92 2
8 93 13
8 94 4
8 95 8
8 96 15
8 97 1
8 98 2
8 99 4
8 100 15
8 101 14
8 102 9
8 103 4
8 104 13
8 105 11
8 106 5
8 107 15
8 108 2
8 109 3
8 110 11
8 111 2
8 112 2
8 113 1
8 114 10
8 115 15
8 116 10
8 117 2
8 118 13
8 119 12
8 120 5
8 121 8
8 122 3
8 123 9
8 124 1
8 125 3
8 126 3
8 127 14
8 128 2
8 129 13
8 130 14
8 131 2
8 132 1
8 133 5
8 134 13
8 135 6
8 136 2
8 137 8
8 138 7
8 139 12
8 140 5
8 141 7
8 142 13
8 143 10
8 144 7
8 145 8
8 146 15
8 147 3
8 148 2
8 149 10
8 150 4
8 151 3
8 152 5
8 153 5
8 154 10
8 155 7
8 156 10
8 157 15
8 158 12
8 159 3
8 160 13
8 161 6
8 162 7
8 163 4
8 164 2
8 165 4
8 166 4
8 167 2
8 168 1
8 169 8
8 170 10
8 171 10
8 172 9
8 173 8
8 174 14
8 175 13
8 176 4
8 177 5
8 178 10
8 179 2
8 180 7
8 181 8
8 182 6
8 183 15
8 184 9
8 185 8
8 186 5
8 187 10
8 188 9
8 189 4
8 190 12
8 191 8
8 192 7
8 193 5
8 194 1
8 195 2
8 196 11
8 197 13
8 198 6
8 199 2
9 10 11
9 11 8
9 12 5
9 13 3
9 14 13
9 15 7
9 16 10
9 17 4
9 18 4
9 19 11
9 20 12
9 21 1
9 22 2
9 23 5
9 24 4
9 25 15
9 26 1
9 27 4
9 28 4
9 29 6
9 30 14
9 31 12
9 32 12
9 33 2
9 34 9
9 35 5
9 36 4
9 37 10
9 38 7
9 39 12
9 40 9
9 41 7
9 42 2
9 43 12
9 44 8
9 45 15
9 46 10
9 47 11
9 48 15
9 49 1
9 50 14
9 51 12
9 52 5
9 53 11
9 54 3
9 55 6
9 56 10
9 57 8
9 58 1
9 59 5
9 60 11
9 61 2
9 62 8
9 63 5
9 64 10
9 65 9
9 66 9
9 67 10
9 68 10
9 69 2
9 70 15
9 71 8
9 72 13
9 73 2
9 74 2
9 75 12
9 76 14
9 77 10
9 78 3
9 79 2
9 80 14
9 81 14
9 82 7
9 83 14
9 84 10
9 85 15
9 86 14
9 87 6
9 88 1
9 89 4
9 90 7
9 91 12
9 92 15
9 93 4
9 94 2
9 95 11
9 96 15
9 97 15
9 98 8
9 99 13
9 100 1
9 101 10
9 102 15
9 103 8
9 104 7
9 105 5
9 106 4
9 107 6
9 108 2
9 109 8
9 110 13
9 111 3
9 112 13
9 113 6
9 114 5
9 115 4
9 116 2
9 117 6
9 118 1
9 119 15
9 120 14
9 121 10
9 122 14
9 123 15
9 124 15
9 125 13
9 126 1
9 127 11
9 128 11
9 129 15
9 130 4
9 131 1
9 132 12
9 133 12
9 134 9
9 135 4
9 136 3
9 137 8
9 138 15
9 139 6
9 140 11
9 141 1
9 142 5
9 143 15
9 144 1
9 145 6
9 146 6
9 147 1
9 148 14
9 149 2
9 150 6
9 151 14
9 152 13
9 153 7
9 154 4
9 155 8
9 156 2
9 157 14
9 158 7
9 159 15
9 160 5
9 161 13
9 162 4
9 163 4
9 164 2
9 165 11
9 166 10
9 167 13
9 168 7
9 169 7
9 170 14
9 171 6
9 172 12
9 173 9
9 174 13
9 175 14
9 176 11
9 177 9
9 178 4
9 179 14
9 180 5
9 181 13
9 182 11
9 183 10
9 184 15
9 185 2
9 186 3
9 187 2
9 188 2
9 189 15
9 190 10
9 191 14
9 192 15
9 193 6
9 194 5
9 195 6
9 196 5
9 197 1
9 198 4
9 199 3
10 11 8
10 12 15
10 13 1
10 14 11
10 15 5
10 16 15
10 17 12
10 18 15
10 19 7
10 20 6
10 21 10
10 22 15
10 23 11
10 24 8
10 25 3
10 26 5
10 27 8
10 28 10
10 29 12
10 30 10
10 31 2
10 32 9
10 33 8
10 34 13
10 35 12
10 36 14
10 37 15
10 38 7
10 39 1
10 40 4
10 41 7
10 42 12
10 43 12
10 44 10
10 45 15
10 46 14
10 47 12
10 48 1
10 49 12
10 50 11
10 51 15
10 52 1
10 53 15
10 54 7
10 55 12
10 56 7
10 57 5
10 58 8
10 59 11
10 60 10
10 61 8
10 62 4
10 63 6
10 64 6
10 65 4
10 66 4
10 67 13
10 68 13
10 69 15
10 70 6
10 71 14
10 72 8
10 73 6
10 74 12
10 75 10
10 76 12
10 77 14
10 78 7
10 79 5
10 80 8
10 81 8
10 82 4
10 83 8
10 84 15
10 85 8
10 86 7
10 87 12
10 88 13
10 89 7
10 90 11
10 91 11
10 92 12
10 93 8
10 94 13
10 95 3
10 96 9
10 97 3
10 98 7
10 99 13
10 100 9
10 101 12
10 102 13
10 103 1
10 104 11
10 105 15
10 106 8
10 107 10
10 108 8
10 109 9
10 110 9
10 111 3
10 112 4
10 113 15
10 114 1
10 115 14
10 116 14
10 117 15
10 118 11
10 119 7
10 120 8
10 121 1
10 122 14
10 123 3
10 124 9
10 125 11
10 126 8
10 127 13
10 128 2
10 129 6
10 130 5
10 131 1
10 132 14
10 133 1
10 134 8
10 135 9
10 136 13
10 137 5
10 138 4
10 139 4
10 140 9
10 141 12
10 142 13
10 143 5
10 144 15
10 145 10
10 146 10
10 147 5
10 148 15
10 149 11
10 150 4
10 151 8
10 152 10
10 153 15
10 154 2
10 155 8
10 156 1
10 157 3
10 158 7
10 159 12
10 160 7
10 161 11
10 162 2
10 163 6
10 164 6
10 165 13
10 166 13
10 167 6
10 168 7
10 169 9
10 170 12
10 171 9
10 172 14
10 173 1
10 174 4
10 175 9
10 176 9
10 177 4
10 178 5
10 179 14
10 180 9
10 181 2
10 182 6
10 183 4
10 184 15
10 185 8
10 186 7
10 187 15
10 188 4
10 189 4
10 190 9
10 191 8
10 192 14
10 193 1
10 194 14
10 195 4
10 196 9
10 197 8
10 198 11
10 199 13
11 12 1
11 13 4
11 14 6
11 15 10
11 16 5
11 17 12
11 18 7
11 19 7
11 20 10
11 21 1
11 22 4
11 23 15
11 24 5
11 25 8
11 26 12
11 27 6
11 28 9
11 29 6
11 30 4
11 31 8
11 32 3
11 33 3
11 34 11
11 35 1
11 36 7
11 37 5
11 38 12
11 39 6
11 40 13
11 41 10
11 42 2
11 43 14
11 44 12
11 45 4
11 46 9
11 47 11
11 48 10
11 49 7
11 50 2
11 51 13
11 52 2
11 53 1
11 54 2
11 55 14
11 56 12
11 57 5
11 58 8
11 59 12
11 60 7
11 61 6
11 62 9
11 63 9
11 64 3
11 65 13
11 66 5
11 67 6
11 68 12
11 69 9
11 70 11
11 71 12
11 72 7
11 73 9
11 74 7
11 75 4
11 76 4
11 77 8
11 78 9
11 79 9
11 80 7
11 81 11
11 82 1
11 83 2
11 84 6
11 85 11
11 86 1
11 87 8
11 88 5
11 89 8
11 90 1
11 91 10
11 92 12
11 93 4
11 94 14
11 95 9
11 96 7
11 97 10
11 98 14
11 99 4
11 100 12
11 101 9
11 102 10
11 103 4
11 104 13
11 105 11
11 106 9
11 107 1
11 108 11
11 109 7
11 110 11
11 111 7
11 112 14
11 113 2
11 114 9
11 115 15
11 116 8
11 117 9
11 118 8
11 119 11
11 120 8
11 121 14
11 122 15
11 123 10
11 124 2
11 125 1
11 126 13
11 127 10
11 128 15
11 129 1
11 130 2
11 131 7
11 132 9
11 133 13
11 134 7
11 135 12
11 136 3
11 137 15
11 138 1
11 139 12
11 140 5
11 141 9
11 142 2
11 143 5
11 144 6
11 145 12
11 146 3
11 147 10
11 148 10
11 149 4
11 150 15
11 151 1
11 152 7
11 153 5
11 154 8
11 155 15
11 156 4
11 157 15
11 158 1
11 159 8
11 160 3
11 161 1
11 162 6
11 163 2
11 164 10
11 165 9
11 166 1
11 167 5
11 168 13
11 169 9
11 170 7
11 171 9
11 172 1
11 173 15
11 174 13
11 175 6
11 176 8
11 177 14
11 178 11
11 179 8
11 180 9
11 181 12
11 182 13
11 183 3
11 184 12
11 185 1
11 186 11
11 187 8
11 188 1
11 189 6
11 190 8
11 191 1
11 192 4
11 193 1
11 194 13
11 195 3
11 196 1
11 197 1
11 198 13
11 199 8
12 13 8
12 14 14
12 15 1
12 16 8
12 17 8
12 18 2
12 19 15
12 20 11
